,Ano de Registo,Combustível,Condição,ID,Marca,Matrícula,Origem,Potência,Quilómetros,Segmento,Tipo de Caixa,Valor Fixo,Classe do veículo,Série
232,2018,Diesel,Usados,8067746210,Renault,81UJ54,,110 cv,62 021 km,Sedan,Manual,Sim,,
233,2017,Diesel,Usados,8063212858,Opel,60TT69,,95 cv,28 366 km,Citadino,Manual,Sim,,
234,2015,Diesel,Usados,8070083261,Volvo,,Nacional,181 cv,77 800 km,SUV / TT,Manual,,Classe 1,
235,2015,Diesel,Usados,8073915045,Audi,,,140 cv,140 000 km,Sedan,,,,
236,2015,Diesel,Usados,8075380137,Nissan,,,110 cv,130 123 km,SUV / TT,Manual,,Classe 1,
237,2002,Gasolina,Usados,8074057145,Mercedes-Benz,,,163 cv,25 542 km,Coupé,Manual,,Classe 1,Classe CLK
238,2015,Diesel,Usados,8070380890,Renault,,,160 cv,140 123 km,Monovolume,Automática,Sim,,
239,2013,Diesel,Usados,8072926213,Opel,,Nacional,95 cv,203 000 km,Citadino,Manual,,Classe 1,
240,2015,Diesel,Usados,8074694466,BMW,55-QM-86,Nacional,116 cv,39 865 km,SUV / TT,Manual,,Classe 1,Série 2
241,2017,Diesel,Usados,8067752438,Opel,42TH55,,95 cv,148 879 km,Citadino,Manual,Sim,,
242,2015,Diesel,Usados,8043857069,Citroën,,,92 cv,54 000 km,Utilitário,Automática,Sim,,
243,2016,Gasolina,Usados,8052453960,Renault,,,90 cv,92 000 km,Carrinha,Manual,Sim,Classe 1,
244,2015,Diesel,Usados,8071153050,Fiat,,Nacional,95 cv,57 000 km,Pequeno citadino,Manual,Sim,Classe 1,
245,2016,Híbrido (Gasolina),Usados,8066071807,BMW,,,224 cv,61 500 km,Monovolume,Automática,Sim,Classe 1,Série 2
246,2016,Gasolina,Usados,8072960177,BMW,,,431 cv,45 000 km,Coupé,Automática,Sim,Classe 1,Série 4
247,2018,Diesel,Usados,8067745209,Peugeot,37UT78,,100 cv,96 236 km,Carrinha,Manual,Sim,,
248,2014,Gasolina,Usados,8072957838,Peugeot,,Importado,75 cv,101 000 km,Citadino,Manual,,Classe 1,
249,2014,Diesel,Usados,8036911936,Nissan,,,110 cv,153 800 km,SUV / TT,Manual,Sim,Classe 1,
250,2011,Diesel,Usados,8075406793,Nissan,,Nacional,110 cv,140 000 km,SUV / TT,Manual,,Classe 1,
251,2011,Diesel,Usados,8006805225,Chevrolet,,Nacional,150 cv,120 000 km,Sedan,Manual,Sim,Classe 1,
252,2014,Diesel,Usados,8075683640,Renault,,Importado,90 cv,190 000 km,Carrinha,Manual,,Classe 1,
253,2013,Diesel,Usados,8067883415,BMW,,,143 cv,190 000 km,Carrinha,Manual,Sim,Classe 1,Série 3
254,2016,Gasolina,Usados,8063104744,Peugeot,00-00-00,Nacional,82 cv,61 938 km,Citadino,Manual,Sim,,
255,2015,Diesel,Usados,8058909778,Renault,50PS07,,130 cv,48 238 km,Monovolume,Manual,Sim,,
256,2015,Diesel,Usados,8072600459,Ford,,Nacional,120 cv,131 000 km,Carrinha,Manual,,Classe 1,
257,2015,Diesel,Usados,8069742837,Mercedes-Benz,,Nacional,204 cv,92 350 km,Coupé,Automática,,Classe 1,Classe C
258,2014,Diesel,Usados,8036755129,Volvo,,,115 cv,165 120 km,Carrinha,Manual,Sim,Classe 1,
259,2015,Eléctrico,Usados,8075758317,Renault,,,88 cv,42 489 km,Pequeno citadino,Automática,Sim,,
260,2007,Gasolina,Usados,8070067105,Renault,28-SM-22,Importado,200 cv,69 000 km,Citadino,Manual,,Classe 1,
261,2014,Diesel,Usados,8002261655,Volvo,,,115 cv,160 000 km,Carrinha,Manual,Sim,,
262,2016,Híbrido (Gasolina),Usados,8060555839,Lexus,,Nacional,223 cv,123 000 km,Sedan,Automática,Sim,Classe 1,IS
263,2015,Diesel,Usados,8056840270,Mercedes-Benz,,,116 cv,142 000 km,Carrinha,Manual,Sim,,Classe C
264,2015,Diesel,Usados,8074694466,BMW,55-QM-86,Nacional,116 cv,39 865 km,SUV / TT,Manual,,Classe 1,Série 2
265,2015,Diesel,Usados,8066059583,BMW,,,150 cv,89 000 km,Sedan,Automática,Sim,Classe 1,Série 3
266,2012,Diesel,Usados,8056052017,Citroën,,,112 cv,200 000 km,Carrinha,Automática,Sim,,
267,2014,Diesel,Usados,8075683640,Renault,,Importado,90 cv,190 000 km,Carrinha,Manual,,Classe 1,
268,2015,Eléctrico,Usados,8075758317,Renault,,,88 cv,42 489 km,Pequeno citadino,Automática,Sim,,
269,2009,Diesel,Usados,8063095230,Fiat,00-00-00,Nacional,95 cv,160 864 km,Pequeno citadino,Manual,Sim,,
270,2013,Diesel,Usados,8059905803,Chevrolet,,Nacional,163 cv,112 000 km,SUV / TT,Manual,Sim,Classe 1,
271,1999,Diesel,Usados,8069105339,VW,,Nacional,110 cv,286 000 km,Utilitário,Manual,Sim,Classe 1,
272,2010,Diesel,Usados,8075626366,Volvo,,,110 cv,100 000 km,Carrinha,,,,
273,2014,Diesel,Usados,8062356441,SEAT,,,105 cv,160 000 km,Carrinha,Manual,Sim,Classe 1,
274,2011,Diesel,Usados,8071153285,Mercedes-Benz,,Nacional,258 cv,250 000 km,SUV / TT,Automática,Sim,,Classe M
275,2010,Diesel,Usados,8075626366,Volvo,,,110 cv,100 000 km,Carrinha,,,,
276,2015,Híbrido (Diesel),Usados,8063142498,Mercedes-Benz,,,231 cv,102 000 km,Carrinha,Automática,,Classe 1,Classe E
277,2015,Diesel,Usados,8042488095,Opel,,,136 cv,175 000 km,Carrinha,Manual,Sim,Classe 1,
278,2015,Diesel,Usados,8067679719,Mercedes-Benz,,,136 cv,100 000 km,Carrinha,Manual,,Classe 1,Classe CLA
279,2017,Diesel,Usados,8074190708,Peugeot,47TN11,,100 cv,100 557 km,Carrinha,Manual,Sim,,
280,2019,Diesel,Usados,8050016450,Audi,16-XF-82,Nacional,150 cv,11 746 km,SUV / TT,Automática,Sim,,
281,2008,Diesel,Usados,8052914668,BMW,,Nacional,286 cv,140 000 km,SUV / TT,Automática,,Classe 2,Série X
282,2017,Diesel,Usados,8067753460,Mercedes-Benz,08TE79,,194 cv,123 151 km,Carrinha,Automática,Sim,,Classe E
283,2015,Diesel,Usados,8068950702,Audi,,Nacional,150 cv,182 000 km,Carrinha,Manual,,Classe 1,
284,2006,Diesel,Usados,8074108342,Opel,,,90 cv,302 000 km,Utilitário,Manual,,,
285,2015,Diesel,Usados,8067057098,Mercedes-Benz,,,136 cv,90 850 km,Carrinha,Manual,Sim,Classe 1,Classe CLA
286,2015,Diesel,Usados,8072600551,Renault,,Nacional,90 cv,150 000 km,Carrinha,Manual,,Classe 1,
287,2000,Gasolina,Usados,8057807683,Porsche,,,300 cv,175 000 km,Cabrio,Automática,,Classe 1,911 (Todos)
288,2015,Diesel,Usados,8060211893,SEAT,,,110 cv,84 194 km,Carrinha,Manual,,,
289,2012,Gasolina,Usados,8066491363,Porsche,,Nacional,320 cv,70 000 km,Cabrio,Automática,,,
290,2016,Diesel,Usados,8065724145,BMW,,,150 cv,141 000 km,Carrinha,Automática,Sim,Classe 1,Série 3
291,2004,Diesel,Usados,8064572846,Mazda,,Nacional,130 cv,271 000 km,Carrinha,Manual,,,
292,2009,Gasolina,Usados,8075776552,Smart,,Nacional,71 cv,98 000 km,Pequeno citadino,Automática,Sim,Classe 1,
293,2016,Híbrido (Diesel),Usados,8075647710,Volvo,65-SC-38,Nacional,285 cv,100 040 km,Carrinha,Automática,,Classe 1,
294,2016,Diesel,Usados,8058454514,Mercedes-Benz,,,170 cv,129 000 km,Carrinha,Automática,Sim,Classe 1,Classe C
295,2008,Diesel,Usados,8072937960,BMW,,,177 cv,208 123 km,Coupé,Manual,,Classe 1,Série 1
296,2013,Híbrido (Gasolina),Usados,8072174612,Opel,00-00-00,Importado,85 cv,68 900 km,Sedan,Automática,Sim,Classe 1,
297,2015,Diesel,Usados,8072280368,Nissan,,,110 cv,105 000 km,SUV / TT,,,,
298,2014,Diesel,Usados,8072720498,BMW,,Nacional,116 cv,143 000 km,Utilitário,Manual,,Classe 1,Série 1
299,2015,Diesel,Usados,8060211893,SEAT,,,110 cv,84 194 km,Carrinha,Manual,,,
300,2009,Gasolina,Usados,8075776552,Smart,,Nacional,71 cv,98 000 km,Pequeno citadino,Automática,Sim,Classe 1,
301,2016,Híbrido (Diesel),Usados,8075647710,Volvo,65-SC-38,Nacional,285 cv,100 040 km,Carrinha,Automática,,Classe 1,
302,2016,Diesel,Usados,8075407744,BMW,,,190 cv,116 000 km,Carrinha,Manual,,,Série 3
303,2011,Diesel,Usados,8075407114,Citroën,,Nacional,114 cv,243 000 km,Carrinha,Automática,,Classe 1,
304,2014,Diesel,Usados,8071582953,BMW,,Importado,184 cv,190 276 km,Carrinha,Automática,,Classe 1,Série 3
305,2015,Diesel,Usados,8039341780,Renault,,,110 cv,92 300 km,Carrinha,Manual,Sim,Classe 1,
306,2010,Gasolina,Usados,8054308985,Smart,,Nacional,71 cv,113 000 km,Pequeno citadino,,,Classe 1,
307,2017,Diesel,Usados,8072720314,Opel,,Nacional,110 cv,172 000 km,Carrinha,Manual,,Classe 1,
308,2015,Eléctrico,Usados,8057895223,Nissan,00-00-00,Importado,109 cv,58 000 km,Utilitário,Automática,Sim,,
309,2014,Diesel,Usados,8072184790,SEAT,,Importado,115 cv,165 000 km,Carrinha,Manual,,Classe 1,
310,2015,Diesel,Usados,8067588830,BMW,,Nacional,190 cv,189 000 km,Sedan,Manual,Sim,Classe 1,Série 4
311,2013,Diesel,Usados,8074107554,Fiat,,,84 cv,135 000 km,Citadino,Manual,,,
312,2013,Eléctrico,Usados,8072174583,Nissan,00-00-00,Importado,110 cv,80 000 km,Utilitário,Automática,,Classe 1,
313,2006,Gasolina,Usados,8075407799,Skoda,,,68 cv,56 000 km,Carrinha,Manual,,Classe 1,
314,2016,Diesel,Usados,8074063059,MINI,,Importado,115 cv,120 000 km,Citadino,Manual,,Classe 1,
315,2018,Eléctrico,Usados,8054649587,Nissan,00-00-00,Importado,150 cv,28 136 km,Utilitário,,Sim,,
316,2010,Diesel,Usados,8036453167,MINI,,,90 cv,126 000 km,Citadino,Manual,Sim,Classe 1,
317,2008,Diesel,Usados,8052914668,BMW,,Nacional,286 cv,140 000 km,SUV / TT,Automática,,Classe 2,Série X
318,2010,Diesel,Usados,8074049337,BMW,,Importado,306 cv,212 667 km,SUV / TT,Automática,,,Série X
319,2016,Eléctrico,Usados,8071929706,Nissan,00-00-00,Nacional,110 cv,65 000 km,Utilitário,Automática,Sim,Classe 1,
320,2005,Gasolina,Usados,8070789336,Smart,,Nacional,75 cv,203 120 km,Citadino,,,,
321,2013,Diesel,Usados,8033447976,Toyota,,Nacional,124 cv,148 000 km,Sedan,Manual,,Classe 1,
322,2005,Diesel,Usados,8060504109,Renault,,,105 cv,254 000 km,Carrinha,Manual,Sim,Classe 1,
323,2015,Diesel,Usados,8072989130,Renault,,,160 cv,105 000 km,Monovolume,,,,
324,2009,Diesel,Usados,8058909127,Mercedes-Benz,00-00-00,,204 cv,139 170 km,Coupé,Manual,Sim,Classe 1,Classe E
325,2014,Diesel,Usados,8040713269,Alfa Romeo,46-OI-95,Nacional,105 cv,114 000 km,Utilitário,Manual,,Classe 1,
326,2018,Diesel,Usados,8065653461,Nissan,06-VU-02,Nacional,115 cv,17 500 km,SUV / TT,Manual,,,
327,2002,Diesel,Usados,8063076152,BMW,,,150 cv,281 000 km,Carrinha,Automática,Sim,Classe 1,Série 3
328,2005,Diesel,Usados,8072075494,Peugeot,,,133 cv,239 661 km,Monovolume,Manual,,,
329,2015,Diesel,Usados,8064420344,Toyota,84-QI-17,Nacional,112 cv,96 000 km,Carrinha,Manual,,Classe 1,
330,2017,Híbrido (Gasolina),Usados,8070752547,Mercedes-Benz,,,290 cv,68 000 km,Carrinha,,,,Classe C
331,2019,Diesel,Usados,8070972630,Citroën,25-XL-72,Nacional,130 cv,9 100 km,Monovolume,Manual,Sim,,
332,2008,Diesel,Usados,8075408873,Renault,,,90 cv,110 000 km,Utilitário,Manual,,,
333,2018,Diesel,Usados,8065653461,Nissan,06-VU-02,Nacional,115 cv,17 500 km,SUV / TT,Manual,,,
334,2003,Gasolina,Usados,8075408581,Peugeot,,,60 cv,201 607 km,Citadino,,,,
335,2015,Diesel,Usados,8072989130,Renault,,,160 cv,105 000 km,Monovolume,,,,
336,2016,Diesel,Usados,8063216280,Ford,20RF90,,150 cv,75 108 km,Monovolume,Manual,Sim,,
337,2004,Diesel,Usados,8064623569,VW,,Nacional,140 cv,199 750 km,Utilitário,Manual,,Classe 1,
338,2010,Diesel,Usados,8063160122,Mazda,,,140 cv,169 000 km,Utilitário,,,,
339,2011,Gasolina,Usados,8053365724,Kia,,Nacional,90 cv,134 620 km,Utilitário,Manual,Sim,Classe 1,
340,2019,Diesel,Usados,8070972630,Citroën,25-XL-72,Nacional,130 cv,9 100 km,Monovolume,Manual,Sim,,
341,2001,Gasolina,Usados,8070796504,Opel,00-00-00,Nacional,75 cv,208 000 km,Citadino,Manual,Sim,Classe 1,
342,2015,Híbrido (Gasolina),Usados,8072875439,Porsche,,Importado,416 cv,81 000 km,Sedan,Automática,Sim,Classe 1,
343,2007,Diesel,Usados,8072866522,Volvo,,,109 cv,240 263 km,Carrinha,Manual,,Classe 1,
344,2017,Diesel,Usados,8059477314,Volvo,62-SN-33,Nacional,150 cv,48 000 km,SUV / TT,Manual,,Classe 1,
345,2015,Diesel,Usados,8075408143,VW,,Nacional,90 cv,116 000 km,Citadino,Manual,,Classe 1,
346,2014,Diesel,Usados,8065210459,Audi,,Importado,150 cv,169 465 km,Carrinha,Manual,,,
347,2016,Diesel,Usados,8075408186,Peugeot,,,100 cv,110 000 km,SUV / TT,Manual,,Classe 1,
348,2007,Gasolina,Usados,8069846471,Porsche,,Nacional,245 cv,128 000 km,Cabrio,Manual,Sim,Classe 1,
349,2014,Diesel,Usados,8065313719,Renault,,,110 cv,52 000 km,Carrinha,Manual,,Classe 1,
350,2016,Gasolina,Usados,8067862267,Ford,,,125 cv,62 581 km,SUV / TT,Manual,,,
351,2004,Diesel,Usados,8064623569,VW,,Nacional,140 cv,199 750 km,Utilitário,Manual,,Classe 1,
352,2018,Diesel,Usados,8061305778,Mercedes-Benz,,Nacional,109 cv,22 296 km,Utilitário,Manual,,Classe 1,Classe B
353,2015,Diesel,Usados,8074108714,Peugeot,,,110 cv,130 000 km,Carrinha,Manual,,Classe 1,
354,2009,Diesel,Usados,8069541301,Subaru,,,150 cv,310 000 km,Carrinha,,,,
355,2013,Diesel,Usados,8065947702,Mercedes-Benz,,Importado,110 cv,87 000 km,Citadino,Manual,,Classe 1,Classe A
356,2015,Diesel,Usados,8075408191,BMW,00-00-00,,116 cv,110 884 km,Citadino,Automática,Sim,Classe 1,Série 1
357,2011,Diesel,Usados,8072330510,BMW,,Nacional,184 cv,166 500 km,Coupé,Manual,,,Série 3
358,2016,Gasolina,Usados,8075408831,Toyota,85-QU-44,Nacional,69 cv,66 197 km,Citadino,Manual,,Classe 1,
359,2013,Diesel,Usados,8067307765,Audi,,,177 cv,135 000 km,Cabrio,Automática,Sim,Classe 1,
360,1972,Diesel,Usados,8075681500,Land Rover,,,75 cv,27 700 km,SUV / TT,Manual,Sim,Classe 2,
361,2016,Diesel,Usados,8047870365,BMW,,,381 cv,65 000 km,SUV / TT,Automática,,,Série X
362,2017,Diesel,Usados,8070142762,Renault,,,95 cv,118 000 km,Carrinha,Manual,Sim,Classe 1,
363,2002,Diesel,Usados,8075627211,Mercedes-Benz,,,116 cv,188 000 km,Sedan,,,,Classe C
364,1999,Diesel,Usados,8074440206,Audi,,,150 cv,284 622 km,Carrinha,Manual,Sim,,
365,2009,Diesel,Usados,8067347623,SEAT,,Nacional,115 cv,190 000 km,Monovolume,Manual,,Classe 1,
366,2008,Diesel,Usados,8071372964,Renault,,Nacional,106 cv,179 000 km,Carrinha,Manual,Sim,Classe 1,
367,1996,Diesel,Usados,8075408989,BMW,,,115 cv,285 000 km,Utilitário,Manual,,Classe 1,Série 3
368,2011,Diesel,Usados,8067416001,Citroën,00-IM-00,Nacional,140 cv,160 800 km,Carrinha,Manual,Sim,Classe 1,
369,2019,Diesel,Usados,8075409188,Mercedes-Benz,39-VL-75,Nacional,194 cv,8 950 km,Carrinha,Automática,Sim,Classe 1,Classe E
370,1972,Diesel,Usados,8075681500,Land Rover,,,75 cv,27 700 km,SUV / TT,Manual,Sim,Classe 2,
371,2005,Diesel,Usados,8074077778,Opel,,,75 cv,200 000 km,Carrinha,,,,
372,2012,Diesel,Usados,8073959981,Renault,,Importado,110 cv,102 000 km,Coupé,Manual,,,
373,2016,Diesel,Usados,8070506404,MINI,,Nacional,90 cv,62 000 km,Citadino,Manual,,,
374,2002,Diesel,Usados,8075627211,Mercedes-Benz,,,116 cv,188 000 km,Sedan,,,,Classe C
375,2016,Diesel,Usados,8064285445,Opel,12-RQ-62,Nacional,110 cv,155 664 km,Carrinha,Manual,Sim,,
376,2015,Diesel,Usados,8064921852,Mercedes-Benz,,Importado,170 cv,177 750 km,Carrinha,Automática,,,Classe C
377,2018,Diesel,Usados,8066253238,Renault,44VD27,,110 cv,41 816 km,Sedan,Manual,Sim,,
378,2015,Diesel,Usados,8070142101,Renault,,,90 cv,75 000 km,Citadino,Manual,Sim,Classe 1,
379,1999,Diesel,Usados,8073518081,Mercedes-Benz,,,143 cv,477 500 km,Carrinha,Automática,,Classe 1,Classe E
380,2012,Diesel,Usados,8057969419,MINI,,Importado,115 cv,110 144 km,Cabrio,Manual,,,
381,2011,Gasolina,Usados,8074007114,Nissan,61-MO-72,Nacional,190 cv,73 381 km,SUV / TT,Manual,Sim,,
382,1998,Diesel,Usados,8074072671,Hyundai,,,100 cv,231 000 km,Carrinha,,,,
383,2017,Diesel,Usados,8069186449,Renault,71-TE-95,Nacional,90 cv,102 052 km,Carrinha,Manual,Sim,,
384,2012,Diesel,Usados,8046162427,Mercedes-Benz,,,136 cv,215 000 km,Utilitário,Manual,,,Classe B
385,2015,Diesel,Usados,8069186041,Skoda,67-QJ-12,Nacional,110 cv,73 170 km,Sedan,Manual,Sim,,
386,2014,Diesel,Usados,8070438153,Nissan,,Nacional,110 cv,108 300 km,SUV / TT,Manual,,,
387,2014,Diesel,Usados,8075595232,SEAT,,,184 cv,141 000 km,Utilitário,Manual,Sim,,
388,2016,Diesel,Usados,8060411126,Renault,,Nacional,90 cv,57 500 km,Citadino,Manual,Sim,Classe 1,
389,2016,Gasolina,Usados,8070873838,Renault,,Nacional,265 cv,124 650 km,Coupé,Manual,,,
390,2010,Diesel,Usados,8053638144,BMW,,,116 cv,175 000 km,Sedan,Manual,,,Série 3
391,2015,Diesel,Usados,8071215761,BMW,,Nacional,177 cv,126 000 km,Carrinha,Automática,,Classe 1,Série 5
392,2015,Diesel,Usados,8071215761,BMW,,Nacional,177 cv,126 000 km,Carrinha,Automática,,Classe 1,Série 5
393,2014,Diesel,Usados,8075595232,SEAT,,,184 cv,141 000 km,Utilitário,Manual,Sim,,
394,2010,Diesel,Usados,8073951908,BMW,,Nacional,184 cv,214 000 km,Carrinha,Manual,,,Série 5
395,2015,Diesel,Usados,8074007415,Peugeot,70-PV-75,Nacional,68 cv,102 714 km,SUV / TT,Manual,Sim,,
396,2015,Diesel,Usados,8065235059,Mercedes-Benz,,Nacional,194 cv,80 000 km,Coupé,Automática,,,Classe E
397,2005,Diesel,Usados,8069664205,Citroën,,Nacional,85 cv,209 000 km,Citadino,Manual,,Classe 1,
398,2007,Diesel,Usados,8075409673,VW,,,140 cv,220 000 km,Sedan,Manual,,,
399,2014,Diesel,Usados,8060733888,SEAT,93-OH-77,Nacional,105 cv,171 687 km,Carrinha,Manual,Sim,,
400,2015,Diesel,Usados,8075644339,Audi,,,110 cv,140 000 km,Sedan,,,,
401,2014,Diesel,Usados,8075410441,Nissan,,Nacional,130 cv,126 000 km,SUV / TT,Manual,Sim,Classe 1,
402,2008,Diesel,Usados,8072238530,BMW,,,163 cv,173 000 km,Carrinha,Manual,Sim,,Série 3
403,2014,Diesel,Usados,8062804220,BMW,,,258 cv,128 220 km,Coupé,Automática,Sim,,Série 4
404,2017,Diesel,Usados,8075410311,Mercedes-Benz,,,160 cv,45 km,Carrinha,,,,Classe C
405,2011,Diesel,Usados,8072238267,BMW,,,143 cv,184 000 km,SUV / TT,Manual,Sim,Classe 1,Série X
406,2010,Diesel,Usados,8072237912,Renault,,,110 cv,127 000 km,Carrinha,Manual,Sim,Classe 1,
407,2018,Diesel,Usados,8071143393,Jaguar,,,180 cv,30 000 km,Sedan,Automática,,,
408,1994,Diesel,Usados,8062924699,Audi,,,90 cv,467 000 km,Carrinha,Manual,,Classe 1,
409,2016,Híbrido (Gasolina),Usados,8056340981,BMW,00-00-00,,170 cv,43 000 km,Utilitário,Automática,,Classe 1,Série i
410,2011,Diesel,Usados,8075410026,Fiat,96-MM-88,Nacional,85 cv,64 745 km,Citadino,Manual,,Classe 1,
411,2019,Gasolina,Usados,8075410363,Peugeot,,,82 cv,19 069 km,Citadino,,,,
412,2015,Diesel,Usados,8066047407,VW,64-QH-04,Nacional,110 cv,109 363 km,Utilitário,Manual,Sim,,
413,2015,Diesel,Usados,8075644339,Audi,,,110 cv,140 000 km,Sedan,,,,
414,2013,Diesel,Usados,8072263108,Ford,,Nacional,95 cv,120 000 km,Citadino,Manual,,Classe 1,
415,2016,Diesel,Usados,8063868847,BMW,00-00-00,,190 cv,95 000 km,Monovolume,Manual,Sim,Classe 1,Série 2
416,2007,Diesel,Usados,8075410143,VW,,,80 cv,210 000 km,Citadino,,,,
417,2015,Diesel,Usados,8063014500,BMW,,Nacional,190 cv,199 000 km,Coupé,Manual,Sim,Classe 1,Série 4
418,2016,Diesel,Usados,8075605189,Renault,,Nacional,90 cv,102 000 km,Carrinha,Manual,,Classe 1,
419,2002,Diesel,Usados,8075410453,Mercedes-Benz,,Nacional,204 cv,398 000 km,Sedan,Automática,,,Classe S
420,2018,Diesel,Usados,8071143393,Jaguar,,,180 cv,30 000 km,Sedan,Automática,,,
421,2014,Diesel,Usados,8064611737,BMW,,Importado,143 cv,158 000 km,Utilitário,Manual,,,Série 1
422,2003,Diesel,Usados,8074049294,VW,,,140 cv,191 000 km,Monovolume,Manual,,,
423,2013,Diesel,Usados,8072258704,Volvo,,Importado,115 cv,135 000 km,Utilitário,Manual,,Classe 1,
424,2016,Diesel,Usados,8075605189,Renault,,Nacional,90 cv,102 000 km,Carrinha,Manual,,Classe 1,
425,2015,Diesel,Usados,8067131353,Peugeot,52-PS-21,Nacional,100 cv,117 684 km,Carrinha,Manual,Sim,,
426,2016,Diesel,Usados,8073022707,Mercedes-Benz,00-00-00,,177 cv,113 011 km,Carrinha,Automática,,Classe 1,Classe CLA
427,2015,Diesel,Usados,8073023737,BMW,23QO67,,184 cv,114 682 km,Sedan,Automática,Sim,,Série 5
428,2015,Diesel,Usados,8069186195,Opel,93-QL-62,Nacional,110 cv,95 477 km,Utilitário,Manual,Sim,,
429,2011,Diesel,Usados,8075409691,Fiat,96-MM-88,Nacional,85 cv,64 745 km,Citadino,Manual,,Classe 1,
430,2015,Diesel,Usados,8069398010,BMW,,,143 cv,149 000 km,Sedan,Automática,,,Série 3
431,2019,Gasolina,Usados,8074007618,Ford,06-XE-06,Nacional,86 cv,16 533 km,Citadino,Manual,Sim,,
432,2015,Diesel,Usados,8067480160,BMW,78-PQ-41,Nacional,143 cv,193 511 km,Carrinha,Manual,Sim,,Série 3
433,2009,Diesel,Usados,8062824358,BMW,00-00-00,,143 cv,182 000 km,Carrinha,Manual,Sim,Classe 1,Série 3
434,2010,Diesel,Usados,8051089301,BMW,,Nacional,184 cv,128 000 km,Cabrio,Automática,,Classe 1,Série 3
435,2014,Diesel,Usados,8069840013,Ford,,Nacional,115 cv,147 474 km,Carrinha,Manual,,Classe 1,
436,2017,Diesel,Usados,8073023751,Peugeot,47TN08,,100 cv,29 432 km,Carrinha,Manual,Sim,,
437,2014,Diesel,Usados,8074047101,Peugeot,11-PI-28,Nacional,68 cv,141 759 km,Citadino,Manual,Sim,,
438,2016,Diesel,Usados,8073022707,Mercedes-Benz,00-00-00,,177 cv,113 011 km,Carrinha,Automática,,Classe 1,Classe CLA
439,2014,Diesel,Usados,8070772380,Toyota,,Nacional,90 cv,133 000 km,Utilitário,Manual,,Classe 1,
440,2014,Diesel,Usados,8072940333,Volvo,,,115 cv,144 000 km,Citadino,Manual,,Classe 1,
441,2018,Diesel,Usados,8062311980,Nissan,81-VQ-17,Nacional,110 cv,11 000 km,SUV / TT,Manual,Sim,,
442,2001,Gasolina,Usados,8059547425,Porsche,,Nacional,420 cv,133 000 km,Coupé,Automática,,Classe 1,911 (Todos)
443,2019,Diesel,Usados,8048824254,VW,36-XD-65,Nacional,115 cv,19 600 km,Utilitário,Manual,Sim,,
444,2005,Diesel,Usados,8075410666,Fiat,,Nacional,75 cv,200 000 km,Carrinha,Manual,,Classe 1,
445,2015,Diesel,Usados,8075643771,Mercedes-Benz,,,170 cv,170 000 km,Carrinha,,,,Classe C
446,2008,Diesel,Usados,8064521026,Peugeot,,Nacional,90 cv,289 765 km,Utilitário,Manual,,Classe 1,
447,2019,Gasolina,Usados,8073028910,VW,,Nacional,150 cv,8 680 km,SUV / TT,Automática,Sim,,
448,2015,Diesel,Usados,8057780218,Mercedes-Benz,61QE54,,109 cv,40 659 km,SUV / TT,Manual,Sim,,Classe GLA
449,2015,Diesel,Usados,8075643771,Mercedes-Benz,,,170 cv,170 000 km,Carrinha,,,,Classe C
450,2019,Gasolina,Usados,8074359010,Citroën,26-XL-06,Nacional,82 cv,13 652 km,Sedan,Manual,Sim,,
451,2014,Diesel,Usados,8053914420,Opel,,,130 cv,154 400 km,Coupé,Manual,,Classe 1,
452,2009,Gasolina,Usados,8075410597,Renault,,,75 cv,70 000 km,Citadino,,,,
453,2018,Diesel,Usados,8062311980,Nissan,81-VQ-17,Nacional,110 cv,11 000 km,SUV / TT,Manual,Sim,,
454,2016,Diesel,Usados,8072281345,Peugeot,,,120 cv,169 231 km,Carrinha,Automática,,Classe 1,
455,2017,Diesel,Usados,8053642598,VW,00-00-00,,110 cv,125 453 km,Utilitário,Automática,,Classe 1,
456,1963,Gasolina,Usados,8074063419,VW,,,44 cv,88 888 km,Carrinha,,,,
457,2015,Diesel,Usados,8069585156,VW,,,115 cv,107 000 km,Utilitário,Manual,,Classe 1,
458,2017,Diesel,Usados,8072585130,Renault,,,110 cv,142 000 km,Monovolume,Manual,,Classe 2,
459,2015,Diesel,Usados,8075411087,Renault,,Importado,110 cv,142 000 km,Coupé,Manual,Sim,Classe 1,
460,2017,Diesel,Usados,8074305806,Renault,,Nacional,110 cv,49 000 km,Carrinha,Automática,,Classe 1,
461,2015,Diesel,Usados,8075410317,Nissan,,Nacional,130 cv,49 500 km,SUV / TT,Manual,,Classe 1,
462,2017,Diesel,Usados,8074305806,Renault,,Nacional,110 cv,49 000 km,Carrinha,Automática,,Classe 1,
463,2019,Gasolina,Usados,8074359010,Citroën,26-XL-06,Nacional,82 cv,13 652 km,Sedan,Manual,Sim,,
464,2014,Híbrido (Gasolina),Usados,8075410858,Lexus,,Nacional,313 cv,90 000 km,SUV / TT,Automática,,,RX
465,1998,Gasolina,Usados,8075411077,Citroën,,,44 cv,242 437 km,Citadino,,Sim,,
466,2008,Diesel,Usados,8072965940,Land Rover,,,120 cv,148 000 km,Utilitário,Manual,Sim,,
467,2015,Diesel,Usados,8072966055,Opel,,Importado,95 cv,104 618 km,Citadino,Manual,,Classe 1,
