,Ano de Registo,Classe do veículo,Combustível,Condição,ID,Marca,Potência,Quilómetros,Segmento,Tipo de Caixa,Valor Fixo,Matrícula,Série,Origem
0,2013,Classe 2,Gasolina,Usados,8073675579,Cadillac,409 cv,47 200 km,SUV / TT,Automática,,,,
1,2012,Classe 1,Diesel,Usados,8069978966,Porsche,250 cv,113 000 km,Sedan,Automática,Sim,,,
2,2013,Classe 1,Diesel,Usados,8068316065,Citroën,115 cv,104 000 km,Citadino,Manual,Sim,00-00-00,,
3,2018,Classe 1,Diesel,Usados,8074629399,BMW,190 cv,35 000 km,Sedan,Automática,Sim,00-00-00,Série 5,
4,2018,Classe 1,Diesel,Usados,8075510964,Mercedes-Benz,190 cv,78 453 km,Sedan,Automática,,,Classe E,Nacional
5,2017,Classe 1,Híbrido (Gasolina),Usados,8072161163,BMW,252 cv,35 213 km,Sedan,Automática,,,Série 3,
6,2015,,Gasolina,Usados,8074824375,BMW,85 cv,35 631 km,Sport / Turismo,,,58-QO-69,,Nacional
7,1994,,Diesel,Usados,8035357496,Komatsu,,22 957 km,Transportes,,,,,
8,2016,,Diesel,Usados,8064003711,Mercedes-Benz,109 cv,75 000 km,Utilitário,,Sim,00-00-00,Classe A,
9,2013,Classe 1,Diesel,Usados,8052369613,VW,102 cv,85 000 km,Carrinha,,Sim,,,Nacional
10,2015,Classe 1,Diesel,Usados,8073871562,BMW,218 cv,103 322 km,SUV / TT,Automática,,,Série X,Nacional
11,2008,Classe 1,Diesel,Usados,8072810762,MINI,110 cv,190 000 km,Carrinha,Manual,,,,
12,2018,Classe 1,Diesel,Usados,8074632564,Fiat,95 cv,39 854 km,Carrinha,Manual,,,,Nacional
13,2012,Classe 1,Diesel,Usados,8073285820,Fiat,105 cv,53 500 km,Utilitário,Manual,,,,Nacional
14,2016,,Gasolina,Usados,8074283033,Smart,71 cv,55 677 km,Coupé,Manual,Sim,12RV56,,
15,2016,Classe 1,Diesel,Usados,8071826402,Peugeot,120 cv,79 000 km,Carrinha,Automática,Sim,,,
16,2019,Classe 1,Gasolina,Usados,8066377066,Mazda,100 cv,9 km,Utilitário,Manual,,,,Nacional
17,2015,,Híbrido (Diesel),Usados,8075625004,Mercedes-Benz,204 cv,32 700 km,Sedan,,,,Classe E,
18,2017,,Diesel,Usados,8061646888,Peugeot,120 cv,28 588 km,Carrinha,Manual,,54-SS-78,,Nacional
19,2018,Classe 1,Diesel,Usados,8073699563,Ford,120 cv,41 000 km,Carrinha,Manual,Sim,89-VU-22,,Nacional
20,2015,Classe 1,Diesel,Usados,8072916270,Volvo,115 cv,111 200 km,Utilitário,Manual,Sim,,,Nacional
21,2015,,Diesel,Usados,8074401414,VW,90 cv,82 956 km,Utilitário,Manual,Sim,55PU80,,
22,2015,,Diesel,Usados,8065875119,VW,110 cv,88 500 km,Carrinha,Manual,,,,
23,2008,,Diesel,Usados,8073025112,VW,105 cv,204 415 km,Carrinha,Manual,,,,Nacional
24,2018,Classe 1,Gasolina,Usados,8072193638,Fiat,69 cv,33 895 km,Pequeno citadino,Manual,,,,Nacional
25,2018,,Diesel,Usados,8003338330,Fiat,95 cv,50 000 km,SUV / TT,Manual,,,,Nacional
26,2015,,Híbrido (Diesel),Usados,8075625004,Mercedes-Benz,204 cv,32 700 km,Sedan,,,,Classe E,
27,2016,Classe 1,Diesel,Usados,8074051212,MINI,116 cv,117 501 km,Carrinha,Manual,Sim,,,Nacional
28,2015,,Diesel,Usados,8073763710,VW,150 cv,89 239 km,Monovolume,Manual,Sim,09QP92,,
29,2015,Classe 1,Diesel,Usados,8074845730,BMW,115 cv,37 000 km,Citadino,Manual,,,Série 2,Nacional
30,2018,Classe 1,Gasolina,Usados,8070349088,Fiat,69 cv,14 332 km,Cabrio,Manual,,,,Nacional
31,2013,Classe 1,Diesel,Usados,8000578294,Mercedes-Benz,170 cv,109 673 km,Coupé,Automática,Sim,,Classe CLA,
32,2013,Classe 1,Diesel,Usados,8000578294,Mercedes-Benz,170 cv,109 673 km,Coupé,Automática,Sim,,Classe CLA,
33,2018,,Diesel,Usados,8075486974,Volvo,190 cv,24 510 km,Sedan,Automática,,,,
34,2015,Classe 1,Diesel,Usados,8073697874,Renault,110 cv,103 777 km,Utilitário,Manual,,,,
35,2016,,Diesel,Usados,8074402523,VW,75 cv,39 560 km,Citadino,Manual,Sim,03SB35,,
36,2017,,Diesel,Usados,8073619507,Renault,110 cv,25 829 km,Carrinha,Manual,,27-TI-45,,Nacional
37,2012,Classe 1,Diesel,Usados,8073285820,Fiat,105 cv,53 500 km,Utilitário,Manual,,,,Nacional
38,2016,Classe 1,Diesel,Usados,8052272344,BMW,231 cv,49 575 km,SUV / TT,Automática,Sim,,Série X,Nacional
39,2015,,Diesel,Usados,8074401565,Toyota,90 cv,84 029 km,Utilitário,Manual,Sim,47QO35,,
40,2016,Classe 1,Diesel,Usados,8071826402,Peugeot,120 cv,79 000 km,Carrinha,Automática,Sim,,,
41,2018,Classe 1,Gasolina,Usados,8071221709,Fiat,69 cv,49 622 km,Pequeno citadino,Manual,,,,Nacional
42,2018,,Diesel,Usados,8072521305,Volvo,190 cv,32 750 km,Carrinha,Automática,Sim,81UF70,,
43,2017,,Diesel,Usados,8069721408,Volvo,190 cv,51 037 km,Carrinha,Automática,Sim,75UA21,,
44,2014,,Diesel,Usados,8075178036,Volvo,115 cv,119 750 km,Utilitário,Manual,,,,
45,2019,,Diesel,Usados,8075486190,MINI,116 cv,24 370 km,Cabrio,,,,,
46,2015,,Diesel,Usados,8074189034,VW,75 cv,100 674 km,Citadino,Manual,Sim,42PS88,,
47,2013,,Diesel,Usados,8029703271,Fiat,95 cv,68 171 km,Pequeno citadino,Manual,,,,
48,2008,Classe 1,Diesel,Usados,8074866447,Alfa Romeo,120 cv,198 000 km,Sedan,Manual,,,,Nacional
49,2011,Classe 1,Diesel,Usados,8067586295,Audi,177 cv,132 000 km,Carrinha,Automática,Sim,,,Nacional
50,2014,,Diesel,Usados,8066561671,Nissan,109 cv,103 482 km,SUV / TT,Manual,,,,
51,2013,Classe 1,Diesel,Usados,8064223563,Peugeot,115 cv,100 650 km,SUV / TT,Manual,,,,Nacional
52,2018,,Diesel,Usados,8023993446,Fiat,95 cv,39 000 km,SUV / TT,Manual,,,,Nacional
53,2016,,Diesel,Usados,8072375036,Nissan,110 cv,57 492 km,SUV / TT,Manual,Sim,41RM76,,
54,2014,Classe 1,Diesel,Usados,8075745751,Mercedes-Benz,170 cv,85 547 km,SUV / TT,Automática,Sim,,Classe GLK,Nacional
55,2017,,Diesel,Usados,8061646888,Peugeot,120 cv,28 588 km,Carrinha,Manual,,54-SS-78,,Nacional
56,2018,,Diesel,Usados,8073448596,Peugeot,100 cv,113 978 km,Carrinha,Manual,,64-UM-28,,Nacional
57,2015,,Diesel,Usados,8074633256,VW,120 cv,140 355 km,Carrinha,Manual,,65-QE-43,,Nacional
58,2017,,Diesel,Usados,8073619507,Renault,110 cv,25 829 km,Carrinha,Manual,,27-TI-45,,Nacional
59,2016,,Diesel,Usados,8067742595,Mercedes-Benz,194 cv,117 042 km,Carrinha,Automática,Sim,12SC50,Classe C,
60,2016,Classe 1,Diesel,Usados,8052272344,BMW,231 cv,49 575 km,SUV / TT,Automática,Sim,,Série X,Nacional
61,2015,,Diesel,Usados,8070045833,Mercedes-Benz,136 cv,138 000 km,Carrinha,Automática,Sim,76-ZP-55,Classe C,
62,2016,,Diesel,Usados,8071908642,SEAT,110 cv,124 708 km,Carrinha,Manual,Sim,55RZ67,,
63,2018,,Gasolina,Usados,8047959580,Fiat,69 cv,20 000 km,Cabrio,Automática,,,,Nacional
64,2017,,Gasolina,Usados,8071241004,Renault,90 cv,29 785 km,Citadino,Manual,,77-TC-56,,Nacional
65,2016,,Gasolina,Usados,8074283033,Smart,71 cv,55 677 km,Coupé,Manual,Sim,12RV56,,
66,2015,,Diesel,Usados,8070045833,Mercedes-Benz,136 cv,138 000 km,Carrinha,Automática,Sim,76-ZP-55,Classe C,
67,2015,,Diesel,Usados,8058599803,Citroën,115 cv,78 600 km,Utilitário,Manual,Sim,20PV51,,
68,2015,,Diesel,Usados,8072326365,Mercedes-Benz,109 cv,55 022 km,Carrinha,Manual,Sim,99QQ48,Classe CLA,
69,2015,Classe 1,Diesel,Usados,8064029427,VW,150 cv,62 596 km,Carrinha,Manual,Sim,,,Nacional
70,2017,Classe 2,Híbrido (Gasolina),Usados,8071802186,Porsche,416 cv,37 865 km,SUV / TT,Automática,Sim,88-TA-96,,Nacional
71,2019,Classe 1,Gasolina,Usados,8066377066,Mazda,100 cv,9 km,Utilitário,Manual,,,,Nacional
72,2017,,Gasolina,Usados,8036286396,Hyundai,75 cv,33 247 km,Citadino,Manual,Sim,95TB54,,
73,2019,,Gasolina,Usados,8040409968,Fiat,69 cv,10 000 km,Cabrio,Manual,,,,Nacional
74,2017,Classe 1,Diesel,Usados,8065802089,Peugeot,120 cv,78 000 km,Carrinha,Manual,,,,
75,2017,,Diesel,Usados,8071918118,SEAT,110 cv,122 935 km,Carrinha,Manual,Sim,80TE17,,
76,2017,,Gasolina,Usados,8074529393,Renault,90 cv,25 000 km,Carrinha,Manual,,65-TF-19,,Nacional
77,2017,,Gasolina,Usados,8073617781,Renault,90 cv,25 534 km,SUV / TT,Manual,,90-SV-49,,Nacional
78,2019,Classe 1,Gasolina,Usados,8066377066,Mazda,100 cv,9 km,Utilitário,Manual,,,,Nacional
79,2018,,Diesel,Usados,8003338330,Fiat,95 cv,50 000 km,SUV / TT,Manual,,,,Nacional
80,2015,Classe 1,Diesel,Usados,8074845730,BMW,115 cv,37 000 km,Citadino,Manual,,,Série 2,Nacional
81,2010,,Gasolina,Usados,8074059511,Fiat,70 cv,92 000 km,Pequeno citadino,,,,,
82,2019,Classe 1,Gasolina,Usados,8071207369,Mitsubishi,80 cv,19 518 km,Citadino,Manual,,,,Nacional
83,2015,,Diesel,Usados,8074401565,Toyota,90 cv,84 029 km,Utilitário,Manual,Sim,47QO35,,
84,2018,,Diesel,Usados,8072521305,Volvo,190 cv,32 750 km,Carrinha,Automática,Sim,81UF70,,
85,2019,,Eléctrico,Usados,8072328784,Nissan,150 cv,1 km,Utilitário,Manual,Sim,90-XU-88,,
86,2017,Classe 2,Híbrido (Gasolina),Usados,8071802186,Porsche,416 cv,37 865 km,SUV / TT,Automática,Sim,88-TA-96,,Nacional
87,2018,Classe 1,Gasolina,Usados,8072647260,Smart,90 cv,14 200 km,Citadino,Automática,Sim,,,Nacional
88,2014,Classe 1,Diesel,Usados,8075745751,Mercedes-Benz,170 cv,85 547 km,SUV / TT,Automática,Sim,,Classe GLK,Nacional
89,2019,Classe 1,Gasolina,Usados,8068839744,Mitsubishi,105 cv,21 833 km,SUV / TT,Manual,,,,Nacional
90,2019,,Gasolina,Usados,8004168820,Fiat,69 cv,10 000 km,Pequeno citadino,Manual,,,,Nacional
91,2015,,Diesel,Usados,8070668883,Toyota,144 cv,56 321 km,SUV / TT,Manual,Sim,35-QQ-32,,Nacional
92,2018,,Diesel,Usados,8074524542,Audi,150 cv,10 996 km,Sedan,Manual,,,,
93,2019,Classe 1,Gasolina,Usados,8069250956,Fiat,69 cv,9 200 km,Pequeno citadino,Manual,,45-XF-09,,Nacional
94,2019,,Gasolina,Usados,8040409968,Fiat,69 cv,10 000 km,Cabrio,Manual,,,,Nacional
95,2015,,Diesel,Usados,8074499242,Audi,190 cv,75 659 km,Sedan,Manual,Sim,23PP02,,
96,2015,,Diesel,Usados,8072326365,Mercedes-Benz,109 cv,55 022 km,Carrinha,Manual,Sim,99QQ48,Classe CLA,
97,2015,,Diesel,Usados,8073763607,BMW,190 cv,40 783 km,Carrinha,Automática,Sim,16QQ14,Série 5,
98,2019,,Diesel,Usados,8055734419,BMW,190 cv,14 442 km,SUV / TT,Automática,,,Série X,
99,2017,,Diesel,Usados,8026572390,Fiat,95 cv,30 000 km,Monovolume,Manual,,,,
100,2019,Classe 1,Gasolina,Usados,8071207369,Mitsubishi,80 cv,19 518 km,Citadino,Manual,,,,Nacional
101,2016,,Diesel,Usados,8072375036,Nissan,110 cv,57 492 km,SUV / TT,Manual,Sim,41RM76,,
102,2004,,Diesel,Usados,8074607512,Mercedes-Benz,170 cv,300 000 km,Coupé,Automática,,,Classe CLK,Nacional
103,2015,,Diesel,Usados,8070343859,Ford,120 cv,139 643 km,Utilitário,Manual,Sim,19QO71,,
104,2017,Classe 1,Diesel,Usados,8073975023,Mazda,105 cv,40 125 km,SUV / TT,Manual,,,,Nacional
105,2018,,Diesel,Usados,8073430944,Fiat,95 cv,40 000 km,Monovolume,Manual,,,,Nacional
106,2018,,Gasolina,Usados,8073878400,Peugeot,130 cv,31 745 km,SUV / TT,Automática,Sim,,,
107,2018,,Diesel,Usados,8074497331,Citroën,102 cv,22 786 km,Utilitário,Manual,Sim,38VL75,,
108,2011,Classe 1,Diesel,Usados,8073536066,Fiat,95 cv,87 921 km,Pequeno citadino,Manual,,57-LZ-01,,Nacional
109,2006,Classe 1,Diesel,Usados,8064522191,Peugeot,109 cv,198 789 km,Carrinha,Manual,,,,Nacional
110,2011,Classe 1,Diesel,Usados,8075683301,BMW,313 cv,159 791 km,Sedan,Automática,,,Série 5,Nacional
111,2011,,Diesel,Usados,8075680143,Mercedes-Benz,110 cv,181 200 km,Utilitário,,,,,
112,2016,,Diesel,Usados,8067742595,Mercedes-Benz,194 cv,117 042 km,Carrinha,Automática,Sim,12SC50,Classe C,
113,2019,Classe 1,Gasolina,Usados,8068839744,Mitsubishi,105 cv,21 833 km,SUV / TT,Manual,,,,Nacional
114,2018,Classe 1,Gasolina,Usados,8072647260,Smart,90 cv,14 200 km,Citadino,Automática,Sim,,,Nacional
115,2006,Classe 1,Diesel,Usados,8064522191,Peugeot,109 cv,198 789 km,Carrinha,Manual,,,,Nacional
116,2018,,Diesel,Usados,8074502537,Audi,286 cv,16 955 km,Sedan,Automática,,,,
117,2016,Classe 1,Diesel,Usados,8075745332,BMW,218 cv,60 400 km,Carrinha,Automática,Sim,,Série 5,Nacional
118,2016,,Diesel,Usados,8072649208,Peugeot,75 cv,34 300 km,SUV / TT,,,,,Nacional
119,2018,,Gasolina,Usados,8004169450,Fiat,69 cv,34 000 km,Pequeno citadino,Manual,,,,Nacional
120,2011,Classe 1,Diesel,Usados,8075683301,BMW,313 cv,159 791 km,Sedan,Automática,,,Série 5,Nacional
121,2019,,Gasolina,Usados,8004168820,Fiat,69 cv,10 000 km,Pequeno citadino,Manual,,,,Nacional
122,2018,,Diesel,Usados,8040391309,Fiat,95 cv,49 000 km,Monovolume,Manual,,,,Nacional
123,2019,Classe 1,Gasolina,Usados,8069250956,Fiat,69 cv,9 200 km,Pequeno citadino,Manual,,45-XF-09,,Nacional
124,2018,,Diesel,Usados,8074190752,Audi,190 cv,44 555 km,Coupé,Automática,Sim,71US38,,
125,2016,,Diesel,Usados,8072060883,BMW,116 cv,78 132 km,Utilitário,Manual,Sim,76SE70,Série 1,
126,2015,,Diesel,Usados,8069399606,Audi,110 cv,69 566 km,Utilitário,Manual,Sim,10QP53,,
127,2019,,Eléctrico,Usados,8072328784,Nissan,150 cv,1 km,Utilitário,Manual,Sim,90-XU-88,,
128,2011,,Diesel,Usados,8075680143,Mercedes-Benz,110 cv,181 200 km,Utilitário,,,,,
129,2015,,Diesel,Usados,8073801133,Audi,190 cv,91 202 km,Sedan,Automática,Sim,22QM44,,
130,2019,Classe 1,Gasolina,Usados,8072643777,Fiat,69 cv,22 303 km,Cabrio,Automática,,,,Nacional
131,2007,,Gasolina,Usados,8043562444,MINI,130 cv,80 000 km,Citadino,Manual,Sim,,,
132,2017,,Diesel,Usados,8075630365,Renault,110 cv,83 250 km,Monovolume,Automática,Sim,,,
133,2019,,Diesel,Usados,8062780500,Renault,115 cv,17 475 km,SUV / TT,Manual,Sim,73-XG-69,,
134,2017,,Diesel,Usados,8074489304,VW,110 cv,106 546 km,Carrinha,Manual,Sim,87SL89,,
135,2014,,Diesel,Usados,8074862114,Kia,128 cv,116 000 km,Utilitário,Manual,,,,
136,2015,,Diesel,Usados,8070562027,VW,110 cv,145 522 km,Carrinha,Manual,Sim,12QH43,,
137,2015,,Diesel,Usados,8070316563,Peugeot,75 cv,57 019 km,Citadino,Manual,Sim,12QS89,,
138,2015,,Diesel,Usados,8069227950,VW,75 cv,52 635 km,Citadino,Manual,Sim,63QH31,,
139,2016,,Diesel,Usados,8070215450,VW,120 cv,58 878 km,Carrinha,Manual,Sim,89RT39,,
140,2017,,Diesel,Usados,8011106265,Fiat,95 cv,59 000 km,Monovolume,Manual,Sim,,,Nacional
141,2015,,Diesel,Usados,8069407450,VW,150 cv,132 152 km,Utilitário,Manual,Sim,22QM60,,
142,2017,,Diesel,Usados,8075630365,Renault,110 cv,83 250 km,Monovolume,Automática,Sim,,,
143,2014,,Diesel,Usados,8072158714,VW,75 cv,89 992 km,Citadino,Manual,Sim,84PC72,,
144,2007,,Diesel,Usados,8075606250,Opel,125 cv,190 000 km,Utilitário,Manual,Sim,,,
145,2005,,Diesel,Usados,8075366686,Land Rover,190 cv,235 000 km,SUV / TT,,,,,
146,2019,,Híbrido (Gasolina),Usados,8072325960,Volvo,392 cv,4 644 km,SUV / TT,Automática,Sim,70ZE95,,
147,2015,,Diesel,Usados,8074283919,VW,190 cv,106 197 km,Carrinha,Automática,Sim,98QJ53,,
148,2007,,Gasolina,Usados,8043562444,MINI,130 cv,80 000 km,Citadino,Manual,Sim,,,
149,2015,,Diesel,Usados,8073274518,VW,120 cv,65 245 km,Carrinha,Automática,Sim,90QQ06,,
150,2015,,Diesel,Usados,8074283219,VW,150 cv,111 630 km,Carrinha,Manual,Sim,93PO62,,
151,2007,,Diesel,Usados,8075606250,Opel,125 cv,190 000 km,Utilitário,Manual,Sim,,,
152,2010,Classe 1,Gasolina,Usados,8074954471,Toyota,51 cv,38 037 km,Citadino,Manual,,82-LA-38,,Nacional
153,2015,,Diesel,Usados,8073765034,VW,150 cv,87 943 km,Carrinha,Manual,Sim,40PX39,,
154,2016,,Diesel,Usados,8069215198,SEAT,90 cv,87 186 km,Utilitário,Manual,Sim,69SB77,,
155,2017,,Diesel,Usados,8070445008,Volvo,235 cv,42 432 km,SUV / TT,Automática,Sim,93SZ41,,
156,2009,Classe 1,Diesel,Usados,8074057885,BMW,177 cv,112 000 km,Sedan,Manual,,34-HN-38,Série 3,Nacional
157,2014,,Diesel,Usados,8071297979,VW,90 cv,83 473 km,Utilitário,Manual,Sim,62OJ43,,
158,2018,,Diesel,Usados,8070976514,Volvo,190 cv,109 319 km,Sedan,Automática,Sim,86VA47,,
159,2015,,Diesel,Usados,8070561937,VW,110 cv,147 387 km,Carrinha,Manual,Sim,12QH52,,
160,2016,Classe 1,Diesel,Usados,8063250162,MINI,95 cv,52 568 km,Citadino,Manual,,,,
161,2015,,Gasolina,Usados,8068142637,VW,75 cv,109 436 km,Utilitário,Manual,Sim,54QE01,,
162,2016,Classe 1,Diesel,Usados,8063250162,MINI,95 cv,52 568 km,Citadino,Manual,,,,
163,2016,,Diesel,Usados,8073863482,VW,110 cv,57 583 km,Carrinha,Manual,Sim,79SH75,,
164,2015,,Diesel,Usados,8069221812,VW,90 cv,107 997 km,Utilitário,Manual,Sim,44QJ91,,
165,2015,,Diesel,Usados,8073763792,VW,120 cv,89 542 km,Carrinha,Manual,Sim,75QI93,,
166,2018,,Diesel,Usados,8070642336,Volvo,190 cv,37 803 km,Carrinha,Automática,Sim,95UX51,,
167,2016,,Diesel,Usados,8072162577,Volvo,120 cv,43 097 km,Utilitário,Manual,Sim,29SD77,,
168,2014,,Diesel,Usados,8070635135,Nissan,130 cv,128 618 km,SUV / TT,Manual,Sim,85PA89,,
169,2015,,Diesel,Usados,8074507473,VW,150 cv,144 813 km,Carrinha,Automática,Sim,13QM44,,
170,2019,,Gasolina,Usados,8067782588,Renault,90 cv,10 692 km,SUV / TT,Manual,Sim,34-XJ-93,,
171,2015,,Diesel,Usados,8060301923,Nissan,110 cv,161 000 km,SUV / TT,Manual,Sim,00-00-00,,
172,2015,,Diesel,Usados,8071982034,Renault,90 cv,96 842 km,Citadino,Manual,Sim,08QS89,,
173,2017,,Diesel,Usados,8073763563,Renault,110 cv,39 359 km,Carrinha,Manual,Sim,54TE39,,
174,2017,,Diesel,Usados,8072066495,Renault,90 cv,47 969 km,Citadino,Manual,Sim,13TR70,,
175,2016,,Gasolina,Usados,8074402708,SEAT,75 cv,32 512 km,Utilitário,Manual,Sim,44SC95,,
176,2018,Classe 1,Gasolina,Usados,8071221709,Fiat,69 cv,49 622 km,Pequeno citadino,Manual,,,,Nacional
177,2019,Classe 1,Diesel,Usados,8075585452,Renault,85 cv,9 000 km,Citadino,Manual,,,,Nacional
178,2017,,Diesel,Usados,8071209531,Renault,110 cv,66 462 km,Carrinha,Manual,Sim,54TE11,,
179,2016,,Gasolina,Usados,8073763725,SEAT,75 cv,29 770 km,Utilitário,Manual,Sim,72SE77,,
180,2017,,Diesel,Usados,8072162414,Renault,110 cv,48 036 km,Carrinha,Manual,Sim,36TV74,,
181,2016,,Gasolina,Usados,8072456123,SEAT,75 cv,42 325 km,Utilitário,Manual,Sim,05SC92,,
182,2018,,Gasolina,Usados,8073787770,Smart,90 cv,19 772 km,Coupé,Manual,Sim,49UT63,,
183,2016,,Gasolina,Usados,8072324823,SEAT,75 cv,44 830 km,Utilitário,Manual,,16SC26,,
184,2015,,Diesel,Usados,8070643093,Renault,90 cv,86 091 km,Citadino,Manual,Sim,79QQ14,,
185,2018,,Diesel,Usados,8001752050,Fiat,95 cv,35 000 km,Carrinha,Manual,,,,Nacional
186,2015,,Diesel,Usados,8071197856,Renault,90 cv,97 319 km,Citadino,Manual,Sim,05QR08,,
187,2016,,Gasolina,Usados,8072521294,SEAT,75 cv,73 176 km,Utilitário,Manual,Sim,02SG51,,
188,2018,,Diesel,Usados,8068142395,Renault,110 cv,71 328 km,Sedan,Manual,Sim,43VD82,,
189,2015,,Diesel,Usados,8071890862,SEAT,110 cv,139 392 km,Utilitário,Manual,Sim,76QO02,,
190,2016,,Gasolina,Usados,8072374623,SEAT,75 cv,33 707 km,Utilitário,Manual,Sim,85SF86,,
191,2016,,Diesel,Usados,8073763739,Renault,75 cv,52 393 km,Citadino,Manual,Sim,13RT46,,
192,2015,,Diesel,Usados,8060301923,Nissan,110 cv,161 000 km,SUV / TT,Manual,Sim,00-00-00,,
193,2015,,Diesel,Usados,8068142220,VW,150 cv,106 634 km,Sedan,Automática,Sim,45QJ66,,
194,2016,,Gasolina,Usados,8074272645,SEAT,75 cv,7 497 km,Utilitário,Manual,Sim,84SD97,,
195,2016,,Diesel,Usados,8070338363,Renault,90 cv,122 334 km,Citadino,Manual,Sim,88RA38,,
196,2018,Classe 1,Gasolina,Usados,8071221709,Fiat,69 cv,49 622 km,Pequeno citadino,Manual,,,,Nacional
197,2019,Classe 1,Diesel,Usados,8075585452,Renault,85 cv,9 000 km,Citadino,Manual,,,,Nacional
198,2016,,Gasolina,Usados,8073581008,SEAT,75 cv,21 982 km,Utilitário,Manual,Sim,16SC44,,
199,2016,,Gasolina,Usados,8074401028,SEAT,75 cv,51 745 km,Utilitário,Manual,Sim,64SC62,,
200,2016,,Gasolina,Usados,8072374546,SEAT,75 cv,54 658 km,Utilitário,Manual,Sim,25SC24,,
201,2016,,Diesel,Usados,8072326175,Renault,110 cv,90 806 km,Carrinha,Manual,Sim,19RO61,,
202,2016,,Gasolina,Usados,8072066254,SEAT,75 cv,29 990 km,Utilitário,Manual,Sim,16SC36,,
203,2015,,Diesel,Usados,8072325119,Renault,110 cv,81 525 km,Carrinha,Manual,Sim,37PO49,,
204,2016,,Gasolina,Usados,8072521198,SEAT,75 cv,17 404 km,Utilitário,Manual,Sim,85SF95,,
205,2016,,Gasolina,Usados,8074491553,SEAT,75 cv,30 442 km,Utilitário,Manual,Sim,72SE89,,
206,2017,,Gasolina,Usados,8074189655,SEAT,75 cv,11 647 km,Utilitário,Manual,Sim,00TX70,,
207,2015,,Diesel,Usados,8068142220,VW,150 cv,106 634 km,Sedan,Automática,Sim,45QJ66,,
208,2016,,Gasolina,Usados,8074402312,SEAT,75 cv,21 742 km,Utilitário,Manual,Sim,04SE83,,
209,2016,,Gasolina,Usados,8074400119,SEAT,75 cv,20 527 km,Utilitário,Manual,Sim,03SD91,,
210,2015,,Diesel,Usados,8072521176,Renault,90 cv,147 732 km,Citadino,Manual,Sim,05QR02,,
211,2016,,Diesel,Usados,8070338363,Renault,90 cv,122 334 km,Citadino,Manual,Sim,88RA38,,
212,2015,,Diesel,Usados,8071891671,Peugeot,150 cv,146 592 km,Carrinha,Manual,Sim,47PT29,,
213,2015,,Diesel,Usados,8071197856,Renault,90 cv,97 319 km,Citadino,Manual,Sim,05QR08,,
214,2017,,Diesel,Usados,8070315567,Peugeot,100 cv,58 336 km,Carrinha,Manual,Sim,98TR45,,
215,2018,,Diesel,Usados,8053469956,Fiat,95 cv,39 000 km,Carrinha,Manual,,,,Nacional
216,2018,,Diesel,Usados,8070645030,Peugeot,100 cv,116 283 km,Carrinha,Manual,Sim,63UM78,,
217,2018,,Diesel,Usados,8071823058,Peugeot,100 cv,111 406 km,Carrinha,Manual,Sim,00UM74,,
218,2017,,Diesel,Usados,8070647770,Peugeot,100 cv,46 786 km,Carrinha,Manual,Sim,40TZ60,,
219,2015,,Diesel,Usados,8070647084,Peugeot,68 cv,43 828 km,Citadino,Manual,Sim,51QM01,,
220,2017,,Diesel,Usados,8072066495,Renault,90 cv,47 969 km,Citadino,Manual,Sim,13TR70,,
221,2015,,Diesel,Usados,8072521176,Renault,90 cv,147 732 km,Citadino,Manual,Sim,05QR02,,
222,2015,,Diesel,Usados,8073780039,Opel,136 cv,131 853 km,Monovolume,Manual,Sim,17PU05,,
223,2017,,Diesel,Usados,8072064127,Opel,95 cv,99 370 km,Citadino,Manual,Sim,42TH08,,
224,2016,,Gasolina,Usados,8066063279,BMW,109 cv,100 000 km,Utilitário,Manual,Sim,15-ZP-23,Série 1,
225,2016,,Diesel,Usados,8073763739,Renault,75 cv,52 393 km,Citadino,Manual,Sim,13RT46,,
226,2016,,Diesel,Usados,8071209596,Renault,75 cv,70 917 km,Citadino,Manual,Sim,13RT73,,
227,2018,,Diesel,Usados,8028905916,Fiat,95 cv,30 000 km,Citadino,Manual,,,,Nacional
228,2017,,Diesel,Usados,8072325210,Peugeot,100 cv,53 789 km,Carrinha,Manual,,94TU85,,
229,2017,,Diesel,Usados,8070341656,Peugeot,100 cv,48 577 km,Carrinha,Manual,Sim,35TP75,,
230,2017,,Diesel,Usados,8072066357,Opel,95 cv,95 460 km,Citadino,Manual,Sim,42TH11,,
231,2018,,Diesel,Usados,8070644840,Peugeot,100 cv,119 614 km,Carrinha,Manual,Sim,65UM46,,
232,2018,,Diesel,Usados,8070340150,Peugeot,100 cv,133 255 km,Carrinha,Manual,Sim,64UM54,,
233,2018,,Diesel,Usados,8071209314,Peugeot,100 cv,106 877 km,Carrinha,Manual,Sim,33UM41,,
234,2016,,Gasolina,Usados,8074283131,Porsche,265 cv,69 628 km,Cabrio,Automática,Sim,04QU73,,
235,2015,,Diesel,Usados,8072325244,Peugeot,68 cv,84 926 km,Citadino,Manual,Sim,30QC41,,
236,2015,,Diesel,Usados,8067400637,Peugeot,68 cv,87 129 km,Citadino,Manual,Sim,60PS01,,
237,2008,,Diesel,Usados,8075595697,Audi,143 cv,291 222 km,Carrinha,,,,,
238,2017,Classe 1,Diesel,Usados,8053996729,Jeep,120 cv,60 000 km,SUV / TT,Manual,,,,Nacional
239,2016,,Gasolina,Usados,8066063279,BMW,109 cv,100 000 km,Utilitário,Manual,Sim,15-ZP-23,Série 1,
